,productId,0,1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,129,0,0,2233133,553479,35057
1,176988,1,0,0,0,0,0,0,0,0,0
2,177149,1,0,0,0,0,0,0,0,0,0
3,180273,4,0,0,0,0,0,0,0,0,0
4,180280,2,0,0,0,0,0,0,0,0,0
5,180400,1,0,0,0,0,0,0,0,0,0
6,180502,1,0,0,0,0,0,0,0,0,0
7,180518,1,0,0,0,0,0,0,0,0,0
8,196744,4,0,0,0,0,0,0,0,0,0
9,196745,6,0,0,1,0,0,4,0,0,0
10,196749,3,0,0,0,0,0,0,0,0,0
11,196760,2,0,0,0,0,0,0,0,0,0
12,196794,5,0,0,0,0,0,0,0,0,0
13,196799,6,0,0,0,0,0,0,0,0,0
14,196838,13,0,0,0,0,0,0,0,0,0
15,196841,3,0,0,0,0,0,0,0,0,0
16,196874,3,0,0,0,0,0,0,0,0,0
17,196877,1,0,0,0,0,0,0,0,0,0
18,196895,6,0,0,0,0,0,0,0,0,0
19,196913,5,0,0,0,0,0,0,0,0,0
20,196919,10,0,0,0,0,0,0,0,0,0
21,196922,7,0,0,0,0,0,0,0,0,0
22,196926,93,0,0,0,0,0,0,0,0,0
23,196929,3,0,0,0,0,0,0,0,0,0
24,196931,2,0,0,0,0,0,0,0,0,0
25,196932,5,0,0,0,0,0,0,0,0,0
26,196933,11,0,0,1,0,0,2,0,0,0
27,197026,24,0,0,0,0,0,0,0,0,0
28,197044,4,0,0,0,0,0,0,0,0,0
29,197256,1,0,0,0,0,0,0,0,0,0
30,197342,1,0,0,0,0,0,0,0,0,0
31,197412,4,0,0,0,0,0,0,0,0,0
32,197413,2,0,0,0,0,0,0,0,0,0
33,197421,3,0,0,0,0,0,0,0,0,0
34,197441,11,0,1,0,0,0,0,0,0,0
35,197524,1,0,0,0,0,0,0,0,0,0
36,197525,5,0,0,0,0,0,0,0,0,0
37,197537,1,0,0,0,0,0,0,0,0,0
38,197588,1,0,0,0,0,0,0,0,0,0
39,197609,1,0,0,0,0,0,0,0,0,0
40,197619,1,0,0,0,0,0,0,0,0,0
41,197633,1,0,0,0,0,0,0,0,0,0
42,197646,1,0,0,0,0,0,0,0,0,0
43,197777,2,0,0,0,0,0,0,0,0,0
44,198139,2,0,0,0,0,0,0,0,0,0
45,198374,1,0,0,0,0,0,0,0,0,0
46,198402,3,0,0,0,0,0,0,0,0,0
47,198895,13,0,0,0,0,0,3,0,0,0
48,198981,1,0,0,0,0,0,0,0,0,0
49,199395,1,0,0,0,0,0,0,0,0,0
50,199497,2,0,0,0,0,0,0,0,0,0
51,199743,1,0,0,0,0,0,0,0,0,0
52,199834,1,0,0,0,0,0,0,0,0,0
53,199848,5,0,0,0,0,0,0,0,0,0
54,199912,2,0,0,0,0,0,0,0,0,0
55,199931,3,0,0,0,0,0,0,0,0,0
56,199959,1,0,0,0,0,0,0,0,0,0
57,199965,1,0,0,0,0,0,0,0,0,0
58,200078,3,0,0,0,0,0,0,0,0,0
59,200095,15,0,0,0,0,0,0,0,0,0
60,200125,5,0,0,0,0,0,0,0,0,0
61,200130,4,0,0,0,0,0,0,0,0,0
62,200132,9,0,0,0,0,0,0,0,0,0
63,200133,14,0,0,0,0,0,0,0,0,0
64,200134,1,0,0,0,0,0,0,0,0,0
65,200136,1,0,0,0,0,0,0,0,0,0
66,200138,4,0,0,0,0,0,0,0,0,0
67,200171,1,0,1,0,0,1,1,0,0,0
68,200206,1,0,0,0,0,0,0,0,0,0
69,200216,4,0,0,0,0,0,0,0,0,0
70,200235,2,0,0,0,0,0,0,0,0,0
71,200257,1,0,0,0,0,0,0,0,0,0
72,200305,1,0,0,0,0,0,0,0,0,0
73,200386,1,0,0,0,0,0,0,0,0,0
74,200438,1,0,0,0,0,0,0,0,0,0
75,200441,1,0,0,0,0,0,0,0,0,0
76,200483,1,0,0,0,0,0,0,0,0,0
77,201797,1,0,0,0,0,0,0,0,0,0
78,201805,1,0,0,0,0,0,0,0,0,0
79,201816,3,0,0,0,0,0,0,0,0,0
80,201821,1,0,0,0,0,0,0,0,0,0
81,201822,9,0,0,0,0,0,0,0,0,0
82,201827,1,0,0,0,0,0,0,0,0,0
83,201842,5,0,0,0,0,0,0,0,0,0
84,201858,1,0,0,0,0,0,0,0,0,0
85,201866,4,0,0,0,0,0,0,0,0,0
86,201867,3,0,0,0,0,0,0,0,0,0
87,201868,4,0,0,0,0,0,0,0,0,0
88,201899,1,0,0,0,0,0,0,0,0,0
89,201939,2,0,0,0,0,0,0,0,0,0
90,202214,1,0,0,0,0,0,0,0,0,0
91,202334,1,0,0,0,0,0,0,0,0,0
92,203554,1,0,0,0,0,0,0,0,0,0
93,203590,1,0,0,0,0,0,0,0,0,0
94,203611,4,0,0,0,0,0,0,0,0,0
95,203688,1,0,0,0,0,0,2,0,0,0
96,203740,1,0,0,0,0,0,0,0,0,0
97,210146,1,0,0,0,0,0,0,0,0,0
98,211118,0,1,0,0,0,0,0,0,0,0
99,211148,1,0,0,0,0,0,0,0,0,0
100,211164,11,0,0,0,0,0,0,0,0,0
101,211263,1,0,0,0,0,0,0,0,0,0
102,211309,14,0,1,0,0,1,1,0,0,0
103,211472,1,0,0,0,0,0,0,0,0,0
104,211644,7,0,0,0,0,0,0,0,0,0
105,211801,1,0,0,0,0,0,0,0,0,0
106,211834,2,0,0,0,0,0,0,0,0,0
107,211865,5,0,0,0,0,0,0,0,0,0
108,216255,1,0,0,0,0,0,0,0,0,0
109,217172,1,0,0,0,0,0,0,0,0,0
110,217287,1,0,0,0,0,0,0,0,0,0
111,218010,1,0,0,0,0,0,0,0,0,0
112,218048,2,0,0,0,0,0,0,0,0,0
113,218083,33,0,0,0,0,0,0,0,0,0
114,218200,1,0,0,0,0,0,0,0,0,0
115,218519,1,0,0,0,0,0,0,0,0,0
116,218553,3,0,0,0,0,0,0,0,0,0
117,218590,1,0,0,0,0,0,0,0,0,0
118,218685,1,0,0,0,0,0,0,0,0,0
119,218832,2,0,0,0,0,0,0,0,0,0
120,218956,1,0,0,0,0,0,0,0,0,0
121,218967,1,0,0,1,0,0,2,0,0,0
122,218968,1,0,0,0,0,0,0,0,0,0
123,218970,1,0,0,0,0,0,0,0,0,0
124,218972,4,0,1,0,0,0,1,0,0,0
125,219009,1,0,0,0,0,0,0,0,0,0
126,219010,3,0,0,0,0,0,0,0,0,0
127,223476,13,0,0,0,0,0,0,0,0,0
128,223826,4,0,0,0,0,0,0,0,0,0
129,223910,2,0,0,0,0,0,0,0,0,0
130,223961,1,0,0,0,0,0,0,0,0,0
131,224360,2,1,0,0,0,0,1,0,0,0
132,224365,3,0,0,0,0,0,0,0,0,0
133,224384,1,0,0,0,0,0,0,0,0,0
134,224406,3,0,0,0,0,0,0,0,0,0
135,225513,1,0,0,0,0,0,0,0,0,0
136,225593,5,0,0,0,0,0,0,0,0,0
137,225829,11,0,1,1,0,0,2,0,0,0
138,227661,1,0,0,0,0,0,0,0,0,0
139,227895,8,0,0,0,0,0,0,0,0,0
140,227917,1,0,0,0,0,0,0,0,0,0
141,227942,1,0,0,0,0,0,0,0,0,0
142,227969,4,0,0,0,0,0,0,0,0,0
143,228008,1,0,0,0,0,0,0,0,0,0
144,228035,1,0,0,0,0,0,0,0,0,0
145,230868,1,0,0,0,0,0,0,0,0,0
146,230960,1,0,0,0,0,0,0,0,0,0
147,231032,9,0,0,0,0,0,0,0,0,0
148,231041,1,0,0,0,0,0,0,0,0,0
149,231042,1,0,0,0,0,0,0,0,0,0
150,231058,1,0,0,0,0,0,0,0,0,0
151,231108,6,0,0,0,0,0,0,0,0,0
152,231111,4,0,0,0,0,0,0,0,0,0
153,232716,1,0,0,0,0,0,0,0,0,0
154,233770,1,0,0,0,0,0,0,0,0,0
155,233804,1,0,0,0,0,0,0,0,0,0
156,235420,2,0,0,0,0,0,0,0,0,0
157,235448,1,0,0,0,0,0,0,0,0,0
158,236025,1,0,0,0,0,0,0,0,0,0
159,236276,1,0,0,0,0,0,0,0,0,0
160,236279,2,0,0,0,0,0,0,0,0,0
161,237032,3,0,0,0,0,0,0,0,0,0
162,237060,1,0,0,0,0,0,0,0,0,0
163,237476,22,0,0,0,0,0,0,0,0,0
164,239391,1,0,0,0,0,0,0,0,0,0
165,239749,1,0,0,0,0,0,0,0,0,0
166,242345,1,0,0,0,0,0,0,0,0,0
167,242653,1,0,0,0,0,0,0,0,0,0
168,242681,1,0,0,0,0,0,0,0,0,0
169,242767,2,0,0,0,0,0,0,0,0,0
170,242773,2,0,1,0,0,0,2,0,0,0
171,243794,1,0,0,0,0,0,0,0,0,0
172,246741,1,0,0,0,0,0,0,0,0,0
173,247957,1,0,0,0,0,0,0,0,0,0
174,248648,12,0,0,0,0,0,0,0,0,0
175,249188,3,0,0,0,0,0,0,0,0,0
176,249193,1,0,0,0,0,0,0,0,0,0
177,249234,1,0,0,0,0,0,0,0,0,0
178,249242,2,0,0,0,0,0,0,0,0,0
179,249627,15,0,0,0,0,0,0,0,0,0
180,249654,1,0,0,0,0,0,0,0,0,0
181,249677,3,0,0,0,0,0,0,0,0,0
182,250241,1,0,0,0,0,0,0,0,0,0
183,250283,1,0,0,0,0,0,0,0,0,0
184,250324,6,0,0,0,0,0,0,0,0,0
185,251423,1,0,0,0,0,0,0,0,0,0
186,251430,107,1,0,0,0,0,0,0,0,0
187,251441,3,2,0,0,0,0,0,0,0,0
188,251506,1,0,0,0,0,0,0,0,0,0
189,251955,1,0,0,0,0,0,0,0,0,0
190,251959,1,0,0,0,0,0,0,0,0,0
191,252396,2,0,0,0,0,0,0,0,0,0
192,252710,4,0,0,0,0,0,0,0,0,0
193,252793,1,0,0,0,0,0,0,0,0,0
194,253197,1,0,0,0,0,0,0,0,0,0
195,253225,2,0,0,0,0,0,0,0,0,0
196,253720,2,0,0,0,0,0,0,0,0,0
197,253790,15,0,0,0,0,0,0,0,0,0
198,254573,1,0,0,0,0,0,0,0,0,0
199,254574,1,0,0,0,0,0,0,0,0,0
200,254639,1,0,0,0,0,0,0,0,0,0
201,254725,1,0,0,0,0,0,0,0,0,0
202,254733,1,0,0,0,0,0,0,0,0,0
203,255280,6,0,0,0,0,0,0,0,0,0
204,255426,3,0,0,0,0,0,0,0,0,0
205,255538,1,0,0,0,0,0,0,0,0,0
206,255552,1,0,0,0,0,0,0,0,0,0
207,255600,1,0,0,0,0,0,0,0,0,0
208,255763,1,0,0,0,0,0,0,0,0,0
209,255947,13,0,0,0,0,0,0,0,0,0
210,260094,2,0,0,0,0,0,0,0,0,0
211,260139,11,0,0,0,0,0,0,0,0,0
212,260240,2,0,0,0,0,0,0,0,0,0
213,260973,1,0,0,0,0,0,0,0,0,0
214,260975,5,0,0,0,0,0,0,0,0,0
215,260978,5,0,0,0,0,0,0,0,0,0
216,260980,2,0,0,0,0,0,0,0,0,0
217,260981,12,0,0,0,0,0,0,0,0,0
218,260982,9,0,0,0,0,0,0,0,0,0
219,260983,5,0,0,0,0,0,0,0,0,0
220,260985,8,1,0,0,0,0,0,0,0,0
221,260987,2,0,0,0,0,0,0,0,0,0
222,261051,4,0,0,0,0,0,0,0,0,0
223,261059,6,0,0,0,0,0,0,0,0,0
224,261472,7,0,0,0,0,0,0,0,0,0
225,261474,6,0,0,0,0,0,0,0,0,0
226,261484,1,0,0,0,0,0,0,0,0,0
